method,volume_id,page_id,start,end,entity,entity_type
spacy-trf,uva.x000083545,108,592,601,Celedonio,PERSON
stanford,uva.x000083545,109,71,87,Bernice Cosulich,PERSON
stanford,uva.x000083545,109,95,113,Arizona Daily Star,ORGANIZATION
stanford,uva.x000083545,109,207,213,Shasta,LOCATION
booknlp,uva.x000083545,109,62,87,Reporter Bernice Cosulich,PER
booknlp,uva.x000083545,109,207,213,Shasta,GPE
roberta,uva.x000083545,109,71,87,Bernice Cosulich,PER
roberta,uva.x000083545,109,95,113,Arizona Daily Star,ORG
roberta,uva.x000083545,109,207,213,Shasta,LOC
spacy-trf,uva.x000083545,109,71,87,Bernice Cosulich,PERSON
spacy-trf,uva.x000083545,109,91,113,the Arizona Daily Star,ORG
spacy-trf,uva.x000083545,109,207,213,Shasta,GPE
stanford,uva.x000083545,110,245,251,Spicer,PERSON
stanford,uva.x000083545,110,275,282,Painter,PERSON
stanford,uva.x000083545,110,334,344,Deer Dance,ORGANIZATION
booknlp,uva.x000083545,110,48,76,Vempo hiba nau molmolti noka,PER
booknlp,uva.x000083545,110,241,251,Dr. Spicer,PER
booknlp,uva.x000083545,110,270,282,Mrs. Painter,PER
roberta,uva.x000083545,110,245,251,Spicer,PER
roberta,uva.x000083545,110,275,282,Painter,PER
roberta,uva.x000083545,110,334,344,Deer Dance,MISC
spacy-trf,uva.x000083545,110,245,251,Spicer,PERSON
spacy-trf,uva.x000083545,110,275,282,Painter,PERSON
stanford,uva.x000083545,111,132,151,Pascua Head Maestro,ORGANIZATION
stanford,uva.x000083545,111,153,168,Ignacio Alvarez,PERSON
stanford,uva.x000083545,111,208,213,Yaqui,LOCATION
booknlp,uva.x000083545,111,153,168,Ignacio Alvarez,PER
booknlp,uva.x000083545,111,208,213,Yaqui,PER
roberta,uva.x000083545,111,87,93,Easter,MISC
roberta,uva.x000083545,111,153,168,Ignacio Alvarez,PER
roberta,uva.x000083545,111,208,213,Yaqui,MISC
roberta,uva.x000083545,111,220,227,English,MISC
spacy-trf,uva.x000083545,111,153,168,Ignacio Alvarez,PERSON
stanford,uva.x000083545,113,79,86,Dolores,PERSON
stanford,uva.x000083545,113,114,119,Tempe,LOCATION
stanford,uva.x000083545,113,191,197,Pascua,LOCATION
booknlp,uva.x000083545,113,79,86,Dolores,PER
booknlp,uva.x000083545,113,114,119,Tempe,GPE
booknlp,uva.x000083545,113,191,197,Pascua,PER
roberta,uva.x000083545,113,24,30,mother,PER
roberta,uva.x000083545,113,79,86,Dolores,PER
roberta,uva.x000083545,113,114,119,Tempe,LOC
roberta,uva.x000083545,113,127,131,Lent,MISC
roberta,uva.x000083545,113,162,171,Holy Week,MISC
roberta,uva.x000083545,113,191,197,Pascua,LOC
spacy-trf,uva.x000083545,113,79,86,Dolores,PERSON
spacy-trf,uva.x000083545,113,114,119,Tempe,GPE
spacy-trf,uva.x000083545,113,191,197,Pascua,GPE
stanford,uva.x000083545,115,263,266,Joe,PERSON
stanford,uva.x000083545,115,461,468,Dragoon,LOCATION
stanford,uva.x000083545,115,488,493,Bowie,LOCATION
stanford,uva.x000083545,115,525,530,Stein,PERSON
stanford,uva.x000083545,115,539,549,New Mexico,LOCATION
stanford,uva.x000083545,115,623,627,Mesa,LOCATION
stanford,uva.x000083545,115,635,652,Salt River Valley,LOCATION
booknlp,uva.x000083545,115,263,266,Joe,PER
booknlp,uva.x000083545,115,461,468,Dragoon,GPE
booknlp,uva.x000083545,115,488,493,Bowie,GPE
booknlp,uva.x000083545,115,539,549,New Mexico,GPE
booknlp,uva.x000083545,115,623,627,Mesa,GPE
booknlp,uva.x000083545,115,631,652,the Salt River Valley,LOC
roberta,uva.x000083545,115,263,266,Joe,PER
roberta,uva.x000083545,115,461,468,Dragoon,LOC
roberta,uva.x000083545,115,488,493,Bowie,LOC
roberta,uva.x000083545,115,525,537,Stein's Pass,LOC
roberta,uva.x000083545,115,539,549,New Mexico,LOC
roberta,uva.x000083545,115,623,627,Mesa,LOC
roberta,uva.x000083545,115,635,652,Salt River Valley,LOC
spacy-trf,uva.x000083545,115,263,266,Joe,PERSON
spacy-trf,uva.x000083545,115,461,468,Dragoon,GPE
spacy-trf,uva.x000083545,115,488,493,Bowie,GPE
spacy-trf,uva.x000083545,115,525,537,Stein's Pass,LOC
spacy-trf,uva.x000083545,115,539,549,New Mexico,GPE
spacy-trf,uva.x000083545,115,623,627,Mesa,LOC
spacy-trf,uva.x000083545,115,631,652,the Salt River Valley,LOC
stanford,uva.x000083545,116,57,69,Joe Cataleno,PERSON
stanford,uva.x000083545,116,195,198,Joe,PERSON
stanford,uva.x000083545,116,444,451,Wellton,LOCATION
stanford,uva.x000083545,116,460,466,Mohawk,LOCATION
stanford,uva.x000083545,116,468,474,Stoval,PERSON
stanford,uva.x000083545,116,476,484,Stanwick,LOCATION
stanford,uva.x000083545,116,549,555,Tucson,LOCATION
stanford,uva.x000083545,116,587,595,Maricopa,LOCATION
stanford,uva.x000083545,116,597,608,Casa Grande,PERSON
stanford,uva.x000083545,116,620,627,Rillito,LOCATION
stanford,uva.x000083545,116,642,648,Tucson,LOCATION
stanford,uva.x000083545,116,780,792,Hiram Gailey,PERSON
stanford,uva.x000083545,116,849,853,Mesa,LOCATION
stanford,uva.x000083545,116,888,892,Yuma,LOCATION
booknlp,uva.x000083545,116,57,69,Joe Cataleno,PER
booknlp,uva.x000083545,116,57,60,Joe,PER
booknlp,uva.x000083545,116,444,451,Wellton,GPE
booknlp,uva.x000083545,116,460,466,Mohawk,GPE
booknlp,uva.x000083545,116,468,474,Stoval,GPE
booknlp,uva.x000083545,116,476,484,Stanwick,PER
booknlp,uva.x000083545,116,486,491,Aztec,PER
booknlp,uva.x000083545,116,497,505,Sentinel,PER
booknlp,uva.x000083545,116,518,527,Gila Bend,GPE
booknlp,uva.x000083545,116,587,595,Maricopa,GPE
booknlp,uva.x000083545,116,597,608,Casa Grande,GPE
booknlp,uva.x000083545,116,610,618,Red Rock,LOC
booknlp,uva.x000083545,116,620,627,Rillito,GPE
booknlp,uva.x000083545,116,771,778,Pantano,GPE
booknlp,uva.x000083545,116,780,792,Hiram Gailey,PER
booknlp,uva.x000083545,116,849,853,Mesa,GPE
booknlp,uva.x000083545,116,888,892,Yuma,PER
roberta,uva.x000083545,116,57,69,Joe Cataleno,PER
roberta,uva.x000083545,116,57,60,Joe,PER
roberta,uva.x000083545,116,444,451,Wellton,LOC
roberta,uva.x000083545,116,460,466,Mohawk,LOC
roberta,uva.x000083545,116,468,474,Stoval,LOC
roberta,uva.x000083545,116,476,484,Stanwick,LOC
roberta,uva.x000083545,116,486,491,Aztec,LOC
roberta,uva.x000083545,116,497,505,Sentinel,LOC
roberta,uva.x000083545,116,518,527,Gila Bend,LOC
roberta,uva.x000083545,116,549,555,Tucson,LOC
roberta,uva.x000083545,116,518,522,Gila,LOC
roberta,uva.x000083545,116,587,595,Maricopa,LOC
roberta,uva.x000083545,116,597,608,Casa Grande,LOC
roberta,uva.x000083545,116,610,618,Red Rock,LOC
roberta,uva.x000083545,116,620,627,Rillito,LOC
roberta,uva.x000083545,116,665,678,Colossal Cave,LOC
roberta,uva.x000083545,116,771,778,Pantano,LOC
roberta,uva.x000083545,116,780,792,Hiram Gailey,PER
roberta,uva.x000083545,116,849,853,Mesa,LOC
roberta,uva.x000083545,116,888,892,Yuma,LOC
spacy-trf,uva.x000083545,116,57,69,Joe Cataleno,PERSON
spacy-trf,uva.x000083545,116,195,198,Joe,PERSON
spacy-trf,uva.x000083545,116,444,451,Wellton,GPE
spacy-trf,uva.x000083545,116,460,466,Mohawk,GPE
spacy-trf,uva.x000083545,116,468,474,Stoval,GPE
spacy-trf,uva.x000083545,116,476,484,Stanwick,GPE
spacy-trf,uva.x000083545,116,486,491,Aztec,FAC
spacy-trf,uva.x000083545,116,497,505,Sentinel,FAC
spacy-trf,uva.x000083545,116,518,527,Gila Bend,GPE
spacy-trf,uva.x000083545,116,549,555,Tucson,GPE
spacy-trf,uva.x000083545,116,571,575,Gila,GPE
spacy-trf,uva.x000083545,116,587,595,Maricopa,GPE
spacy-trf,uva.x000083545,116,597,608,Casa Grande,GPE
spacy-trf,uva.x000083545,116,610,618,Red Rock,GPE
spacy-trf,uva.x000083545,116,620,627,Rillito,GPE
spacy-trf,uva.x000083545,116,642,648,Tucson,GPE
spacy-trf,uva.x000083545,116,665,678,Colossal Cave,LOC
spacy-trf,uva.x000083545,116,771,778,Pantano,GPE
spacy-trf,uva.x000083545,116,780,792,Hiram Gailey,PERSON
spacy-trf,uva.x000083545,116,849,853,Mesa,GPE
spacy-trf,uva.x000083545,116,888,892,Yuma,GPE
stanford,uva.x000083545,117,105,109,Yuma,LOCATION
stanford,uva.x000083545,117,138,144,Mohawk,LOCATION
stanford,uva.x000083545,117,151,157,Gailey,PERSON
stanford,uva.x000083545,117,416,422,Mohawk,LOCATION
stanford,uva.x000083545,117,426,434,Maricopa,LOCATION
stanford,uva.x000083545,117,441,447,Gailey,PERSON
stanford,uva.x000083545,117,494,500,Tucson,LOCATION
stanford,uva.x000083545,117,522,528,Tucson,LOCATION
stanford,uva.x000083545,117,547,554,Phoenix,LOCATION
stanford,uva.x000083545,117,559,563,Yuma,LOCATION
booknlp,uva.x000083545,117,105,109,Yuma,PER
booknlp,uva.x000083545,117,138,144,Mohawk,GPE
booknlp,uva.x000083545,117,151,157,Gailey,PER
booknlp,uva.x000083545,117,138,144,Mohawk,PER
booknlp,uva.x000083545,117,426,434,Maricopa,GPE
booknlp,uva.x000083545,117,494,500,Tucson,GPE
roberta,uva.x000083545,117,105,109,Yuma,LOC
roberta,uva.x000083545,117,138,144,Mohawk,LOC
roberta,uva.x000083545,117,151,157,Gailey,PER
roberta,uva.x000083545,117,372,380,Cataleno,PER
roberta,uva.x000083545,117,416,422,Mohawk,LOC
roberta,uva.x000083545,117,426,434,Maricopa,LOC
roberta,uva.x000083545,117,441,447,Gailey,PER
roberta,uva.x000083545,117,494,500,Tucson,LOC
roberta,uva.x000083545,117,547,554,Phoenix,LOC
roberta,uva.x000083545,117,559,563,Yuma,LOC
spacy-trf,uva.x000083545,117,105,109,Yuma,GPE
spacy-trf,uva.x000083545,117,138,144,Mohawk,GPE
spacy-trf,uva.x000083545,117,151,157,Gailey,PERSON
spacy-trf,uva.x000083545,117,372,380,Cataleno,ORG
spacy-trf,uva.x000083545,117,416,422,Mohawk,GPE
spacy-trf,uva.x000083545,117,426,434,Maricopa,GPE
spacy-trf,uva.x000083545,117,441,447,Gailey,PERSON
spacy-trf,uva.x000083545,117,494,500,Tucson,GPE
spacy-trf,uva.x000083545,117,522,528,Tucson,GPE
spacy-trf,uva.x000083545,117,547,554,Phoenix,GPE
spacy-trf,uva.x000083545,117,559,563,Yuma,GPE
stanford,uva.x000083545,120,91,97,Benson,LOCATION
stanford,uva.x000083545,120,194,200,Benson,LOCATION
stanford,uva.x000083545,120,229,235,Tucson,LOCATION
booknlp,uva.x000083545,120,91,106,Benson district,GPE
booknlp,uva.x000083545,120,229,235,Tucson,GPE
roberta,uva.x000083545,120,91,97,Benson,LOC
roberta,uva.x000083545,120,229,235,Tucson,LOC
spacy-trf,uva.x000083545,120,91,97,Benson,LOC
spacy-trf,uva.x000083545,120,194,200,Benson,GPE
spacy-trf,uva.x000083545,120,229,235,Tucson,GPE
stanford,uva.x000083545,124,96,101,Latin,LOCATION
stanford,uva.x000083545,124,259,263,Mary,PERSON
booknlp,uva.x000083545,124,73,79,Gloria,PER
booknlp,uva.x000083545,124,259,263,Mary,PER
booknlp,uva.x000083545,124,325,330,Yaqui,GPE
roberta,uva.x000083545,124,17,26,Christmas,MISC
roberta,uva.x000083545,124,73,91,Gloria in Excelsis,MISC
roberta,uva.x000083545,124,96,101,Latin,MISC
roberta,uva.x000083545,124,233,250,The Lord's Prayer,MISC
roberta,uva.x000083545,124,254,263,Hail Mary,MISC
roberta,uva.x000083545,124,271,286,Apostles' Creed,MISC
roberta,uva.x000083545,124,298,315,Act of Contrition,MISC
roberta,uva.x000083545,124,325,330,Yaqui,MISC
roberta,uva.x000083545,124,424,439,Extreme Unction,MISC
spacy-trf,uva.x000083545,124,363,371,Maestros,PERSON
spacy-trf,uva.x000083545,124,406,414,Maestros,PERSON
stanford,uva.x000083545,127,24,45,Mescal west of Benson,ORGANIZATION
stanford,uva.x000083545,127,303,309,Wymola,LOCATION
stanford,uva.x000083545,127,340,348,Red Rock,ORGANIZATION
booknlp,uva.x000083545,127,24,30,Mescal,GPE
booknlp,uva.x000083545,127,39,45,Benson,GPE
booknlp,uva.x000083545,127,111,119,Red Rock,GPE
booknlp,uva.x000083545,127,303,309,Wymola,GPE
booknlp,uva.x000083545,127,340,348,Red Rock,GPE
roberta,uva.x000083545,127,24,30,Mescal,LOC
roberta,uva.x000083545,127,39,45,Benson,LOC
roberta,uva.x000083545,127,111,119,Red Rock,LOC
roberta,uva.x000083545,127,148,158,Silverbell,LOC
roberta,uva.x000083545,127,303,309,Wymola,LOC
roberta,uva.x000083545,127,340,348,Red Rock,LOC
spacy-trf,uva.x000083545,127,24,30,Mescal,GPE
spacy-trf,uva.x000083545,127,39,45,Benson,GPE
spacy-trf,uva.x000083545,127,111,119,Red Rock,GPE
spacy-trf,uva.x000083545,127,148,158,Silverbell,GPE
spacy-trf,uva.x000083545,127,303,309,Wymola,GPE
spacy-trf,uva.x000083545,127,340,348,Red Rock,GPE
stanford,uva.x000083545,128,137,155,Southern Methodist,LOCATION
stanford,uva.x000083545,128,168,174,Richey,PERSON
booknlp,uva.x000083545,128,0,8,Fernando,PER
booknlp,uva.x000083545,128,137,155,Southern Methodist,FAC
booknlp,uva.x000083545,128,163,174,Miss Richey,PER
roberta,uva.x000083545,128,0,8,Fernando,PER
roberta,uva.x000083545,128,137,155,Southern Methodist,LOC
roberta,uva.x000083545,128,163,174,Miss Richey,PER
spacy-trf,uva.x000083545,128,0,8,Fernando,PERSON
spacy-trf,uva.x000083545,128,137,155,Southern Methodist,ORG
spacy-trf,uva.x000083545,128,168,174,Richey,PERSON
stanford,uva.x000083545,129,23,36,Juan Gonzáles,PERSON
stanford,uva.x000083545,129,52,64,Juan Se'elai,PERSON
stanford,uva.x000083545,129,118,123,Tempe,LOCATION
stanford,uva.x000083545,129,351,362,Frank Acuña,PERSON
booknlp,uva.x000083545,129,23,36,Juan Gonzáles,PER
booknlp,uva.x000083545,129,52,64,Juan Se'elai,PER
booknlp,uva.x000083545,129,118,123,Tempe,GPE
booknlp,uva.x000083545,129,161,168,Dolores,PER
booknlp,uva.x000083545,129,351,362,Frank Acuña,PER
roberta,uva.x000083545,129,23,36,Juan Gonzáles,PER
roberta,uva.x000083545,129,52,64,Juan Se'elai,PER
roberta,uva.x000083545,129,118,123,Tempe,LOC
roberta,uva.x000083545,129,153,154,-,PER
roberta,uva.x000083545,129,161,168,Dolores,PER
roberta,uva.x000083545,129,351,362,Frank Acuña,PER
roberta,uva.x000083545,129,380,384,Hall,LOC
spacy-trf,uva.x000083545,129,23,36,Juan Gonzáles,PERSON
spacy-trf,uva.x000083545,129,52,64,Juan Se'elai,PERSON
spacy-trf,uva.x000083545,129,118,123,Tempe,GPE
spacy-trf,uva.x000083545,129,161,168,Dolores,PERSON
spacy-trf,uva.x000083545,129,351,362,Frank Acuña,PERSON
spacy-trf,uva.x000083545,129,380,384,Hall,FAC
stanford,uva.x000083545,130,100,108,Dunsmuir,LOCATION
booknlp,uva.x000083545,130,100,108,Dunsmuir,GPE
booknlp,uva.x000083545,130,118,127,Mistletoe,PER
booknlp,uva.x000083545,130,275,283,Catalina,PER
roberta,uva.x000083545,130,100,108,Dunsmuir,LOC
roberta,uva.x000083545,130,118,127,Mistletoe,LOC
roberta,uva.x000083545,130,275,283,Catalina,PER
spacy-trf,uva.x000083545,130,100,108,Dunsmuir,GPE
spacy-trf,uva.x000083545,130,118,127,Mistletoe,FAC
spacy-trf,uva.x000083545,130,275,283,Catalina,PERSON
stanford,uva.x000083545,131,204,219,Ignacio Maestro,PERSON
stanford,uva.x000083545,131,284,290,Pascua,LOCATION
stanford,uva.x000083545,131,375,379,Lina,PERSON
booknlp,uva.x000083545,131,55,61,Yaquis,PER
booknlp,uva.x000083545,131,66,71,Yoris,PER
booknlp,uva.x000083545,131,138,151,Aunt Josefina,PER
booknlp,uva.x000083545,131,204,219,Ignacio Maestro,PER
booknlp,uva.x000083545,131,284,290,Pascua,PER
booknlp,uva.x000083545,131,375,379,Lina,PER
roberta,uva.x000083545,131,55,61,Yaquis,MISC
roberta,uva.x000083545,131,66,71,Yoris,MISC
roberta,uva.x000083545,131,143,151,Josefina,PER
roberta,uva.x000083545,131,204,219,Ignacio Maestro,PER
roberta,uva.x000083545,131,263,273,Reed Ranch,LOC
roberta,uva.x000083545,131,284,290,Pascua,LOC
roberta,uva.x000083545,131,375,379,Lina,PER
spacy-trf,uva.x000083545,131,55,61,Yaquis,PERSON
spacy-trf,uva.x000083545,131,66,71,Yoris,PERSON
spacy-trf,uva.x000083545,131,143,151,Josefina,PERSON
spacy-trf,uva.x000083545,131,204,219,Ignacio Maestro,PERSON
spacy-trf,uva.x000083545,131,263,273,Reed Ranch,FAC
spacy-trf,uva.x000083545,131,284,290,Pascua,GPE
spacy-trf,uva.x000083545,131,375,379,Lina,PERSON
stanford,uva.x000083545,132,116,124,Chandler,LOCATION
stanford,uva.x000083545,132,136,142,Eloisa,PERSON
stanford,uva.x000083545,132,238,255,Salt River Valley,LOCATION
stanford,uva.x000083545,132,448,452,Eloy,LOCATION
stanford,uva.x000083545,132,460,474,Milligan Ranch,ORGANIZATION
stanford,uva.x000083545,132,526,533,Eulalia,LOCATION
stanford,uva.x000083545,132,535,543,Fernando,PERSON
stanford,uva.x000083545,132,638,646,Chandler,LOCATION
stanford,uva.x000083545,132,756,765,Guadalupe,LOCATION
stanford,uva.x000083545,132,815,824,Guadalupe,LOCATION
booknlp,uva.x000083545,132,116,124,Chandler,GPE
booknlp,uva.x000083545,132,136,142,Eloisa,PER
booknlp,uva.x000083545,132,234,255,the Salt River Valley,LOC
booknlp,uva.x000083545,132,401,409,Fernando,PER
booknlp,uva.x000083545,132,448,452,Eloy,GPE
booknlp,uva.x000083545,132,456,474,the Milligan Ranch,FAC
booknlp,uva.x000083545,132,535,543,Fernando,PER
booknlp,uva.x000083545,132,620,624,Hill,FAC
booknlp,uva.x000083545,132,638,646,Chandler,GPE
booknlp,uva.x000083545,132,731,739,Angelita,PER
booknlp,uva.x000083545,132,756,765,Guadalupe,GPE
booknlp,uva.x000083545,132,815,831,Guadalupe church,FAC
booknlp,uva.x000083545,132,848,856,Pascolas,PER
roberta,uva.x000083545,132,116,124,Chandler,LOC
roberta,uva.x000083545,132,136,142,Eloisa,PER
roberta,uva.x000083545,132,238,255,Salt River Valley,LOC
roberta,uva.x000083545,132,401,409,Fernando,PER
roberta,uva.x000083545,132,448,452,Eloy,LOC
roberta,uva.x000083545,132,460,468,Milligan,LOC
roberta,uva.x000083545,132,469,474,Ranch,ORG
roberta,uva.x000083545,132,526,533,Eulalia,PER
roberta,uva.x000083545,132,535,543,Fernando,PER
roberta,uva.x000083545,132,620,624,Hill,PER
roberta,uva.x000083545,132,638,646,Chandler,LOC
roberta,uva.x000083545,132,663,667,Pima,LOC
roberta,uva.x000083545,132,731,739,Angelita,PER
roberta,uva.x000083545,132,756,765,Guadalupe,LOC
roberta,uva.x000083545,132,848,856,Pascolas,PER
spacy-trf,uva.x000083545,132,116,124,Chandler,GPE
spacy-trf,uva.x000083545,132,136,142,Eloisa,PERSON
spacy-trf,uva.x000083545,132,234,255,the Salt River Valley,LOC
spacy-trf,uva.x000083545,132,401,409,Fernando,PERSON
spacy-trf,uva.x000083545,132,448,452,Eloy,GPE
spacy-trf,uva.x000083545,132,456,474,the Milligan Ranch,FAC
spacy-trf,uva.x000083545,132,526,533,Eulalia,PERSON
spacy-trf,uva.x000083545,132,535,543,Fernando,PERSON
spacy-trf,uva.x000083545,132,620,624,Hill,PERSON
spacy-trf,uva.x000083545,132,638,646,Chandler,GPE
spacy-trf,uva.x000083545,132,663,667,Pima,GPE
spacy-trf,uva.x000083545,132,731,739,Angelita,PERSON
spacy-trf,uva.x000083545,132,756,765,Guadalupe,GPE
spacy-trf,uva.x000083545,132,815,824,Guadalupe,GPE
spacy-trf,uva.x000083545,132,848,856,Pascolas,PRODUCT
stanford,uva.x000083545,133,174,183,Guadalupe,LOCATION
stanford,uva.x000083545,133,188,194,Higley,PERSON
stanford,uva.x000083545,133,231,239,Agustina,PERSON
stanford,uva.x000083545,133,399,406,Phoenix,LOCATION
stanford,uva.x000083545,133,462,470,Coolidge,PERSON
stanford,uva.x000083545,133,652,658,Marana,LOCATION
stanford,uva.x000083545,133,710,716,Marana,LOCATION
stanford,uva.x000083545,133,741,754,Manuel García,PERSON
stanford,uva.x000083545,133,763,785,Monaha of Barrio Libre,ORGANIZATION
stanford,uva.x000083545,133,798,816,Ramón of Río Yaqui,ORGANIZATION
booknlp,uva.x000083545,133,174,183,Guadalupe,GPE
booknlp,uva.x000083545,133,188,194,Higley,PER
booknlp,uva.x000083545,133,231,239,Agustina,PER
booknlp,uva.x000083545,133,462,478,Coolidge station,FAC
booknlp,uva.x000083545,133,524,531,Picacho,GPE
booknlp,uva.x000083545,133,577,585,Red Rock,LOC
booknlp,uva.x000083545,133,652,658,Marana,GPE
booknlp,uva.x000083545,133,741,754,Manuel García,PER
booknlp,uva.x000083545,133,773,785,Barrio Libre,GPE
booknlp,uva.x000083545,133,807,816,Río Yaqui,PER
roberta,uva.x000083545,133,174,183,Guadalupe,LOC
roberta,uva.x000083545,133,188,194,Higley,LOC
roberta,uva.x000083545,133,231,239,Agustina,PER
roberta,uva.x000083545,133,399,406,Phoenix,LOC
roberta,uva.x000083545,133,462,470,Coolidge,LOC
roberta,uva.x000083545,133,524,531,Picacho,LOC
roberta,uva.x000083545,133,577,585,Red Rock,LOC
roberta,uva.x000083545,133,652,658,Marana,LOC
roberta,uva.x000083545,133,691,693,SP,ORG
roberta,uva.x000083545,133,710,716,Marana,LOC
roberta,uva.x000083545,133,741,754,Manuel García,PER
roberta,uva.x000083545,133,763,769,Monaha,PER
roberta,uva.x000083545,133,773,785,Barrio Libre,ORG
roberta,uva.x000083545,133,798,803,Ramón,PER
roberta,uva.x000083545,133,807,816,Río Yaqui,LOC
spacy-trf,uva.x000083545,133,174,183,Guadalupe,GPE
spacy-trf,uva.x000083545,133,188,194,Higley,GPE
spacy-trf,uva.x000083545,133,231,239,Agustina,PERSON
spacy-trf,uva.x000083545,133,399,406,Phoenix,GPE
spacy-trf,uva.x000083545,133,462,470,Coolidge,GPE
spacy-trf,uva.x000083545,133,524,531,Picacho,GPE
spacy-trf,uva.x000083545,133,577,585,Red Rock,GPE
spacy-trf,uva.x000083545,133,652,658,Marana,GPE
spacy-trf,uva.x000083545,133,691,693,SP,ORG
spacy-trf,uva.x000083545,133,710,716,Marana,GPE
spacy-trf,uva.x000083545,133,741,754,Manuel García,PERSON
spacy-trf,uva.x000083545,133,763,769,Monaha,PERSON
spacy-trf,uva.x000083545,133,773,785,Barrio Libre,GPE
spacy-trf,uva.x000083545,133,798,803,Ramón,PERSON
spacy-trf,uva.x000083545,133,807,816,Río Yaqui,GPE
stanford,uva.x000083545,134,216,224,Maricopa,LOCATION
stanford,uva.x000083545,134,226,234,Estrella,LOCATION
stanford,uva.x000083545,134,236,245,Gila Bend,LOCATION
stanford,uva.x000083545,134,366,372,Tucson,LOCATION
stanford,uva.x000083545,134,392,398,Manuel,PERSON
stanford,uva.x000083545,134,440,446,Marana,LOCATION
stanford,uva.x000083545,134,458,466,Catalina,LOCATION
stanford,uva.x000083545,134,497,503,Tucson,LOCATION
booknlp,uva.x000083545,134,0,6,Becket,PER
booknlp,uva.x000083545,134,12,20,González,PER
booknlp,uva.x000083545,134,52,60,González,PER
booknlp,uva.x000083545,134,216,224,Maricopa,GPE
booknlp,uva.x000083545,134,226,234,Estrella,PER
booknlp,uva.x000083545,134,236,245,Gila Bend,GPE
booknlp,uva.x000083545,134,247,255,Sentinel,PER
booknlp,uva.x000083545,134,350,356,Yaquis,PER
booknlp,uva.x000083545,134,366,372,Tucson,GPE
booknlp,uva.x000083545,134,392,398,Manuel,PER
booknlp,uva.x000083545,134,440,446,Marana,GPE
booknlp,uva.x000083545,134,458,466,Catalina,PER
roberta,uva.x000083545,134,0,6,Becket,PER
roberta,uva.x000083545,134,12,20,González,PER
roberta,uva.x000083545,134,203,214,Casa Grande,LOC
roberta,uva.x000083545,134,216,224,Maricopa,LOC
roberta,uva.x000083545,134,226,234,Estrella,LOC
roberta,uva.x000083545,134,236,245,Gila Bend,LOC
roberta,uva.x000083545,134,247,255,Sentinel,LOC
roberta,uva.x000083545,134,350,356,Yaquis,MISC
roberta,uva.x000083545,134,366,372,Tucson,LOC
roberta,uva.x000083545,134,392,398,Manuel,PER
roberta,uva.x000083545,134,440,446,Marana,LOC
roberta,uva.x000083545,134,458,466,Catalina,LOC
spacy-trf,uva.x000083545,134,0,6,Becket,PERSON
spacy-trf,uva.x000083545,134,12,20,González,PERSON
spacy-trf,uva.x000083545,134,52,60,González,PERSON
spacy-trf,uva.x000083545,134,203,214,Casa Grande,LOC
spacy-trf,uva.x000083545,134,216,224,Maricopa,GPE
spacy-trf,uva.x000083545,134,226,234,Estrella,GPE
spacy-trf,uva.x000083545,134,236,245,Gila Bend,GPE
spacy-trf,uva.x000083545,134,247,255,Sentinel,ORG
spacy-trf,uva.x000083545,134,350,356,Yaquis,NORP
spacy-trf,uva.x000083545,134,366,372,Tucson,GPE
spacy-trf,uva.x000083545,134,392,398,Manuel,PERSON
spacy-trf,uva.x000083545,134,440,446,Marana,GPE
spacy-trf,uva.x000083545,134,458,466,Catalina,GPE
spacy-trf,uva.x000083545,134,497,503,Tucson,GPE
stanford,uva.x000083545,135,179,186,Rillito,LOCATION
stanford,uva.x000083545,135,364,379,Robert Bosworth,PERSON
stanford,uva.x000083545,135,444,450,Shasta,LOCATION
stanford,uva.x000083545,135,556,564,Cataleno,PERSON
stanford,uva.x000083545,135,588,594,Jaynes,LOCATION
stanford,uva.x000083545,135,596,608,Juan Alvarez,PERSON
stanford,uva.x000083545,135,651,655,Cruz,PERSON
stanford,uva.x000083545,135,660,666,Romero,PERSON
stanford,uva.x000083545,135,918,923,Globe,ORGANIZATION
stanford,uva.x000083545,135,960,972,Geraldo Iloa,PERSON
stanford,uva.x000083545,135,989,994,Jerry,PERSON
stanford,uva.x000083545,135,1006,1011,Bowie,PERSON
stanford,uva.x000083545,135,1042,1047,Globe,ORGANIZATION
stanford,uva.x000083545,135,1071,1085,Bowie to Globe,ORGANIZATION
booknlp,uva.x000083545,135,24,30,Mohawk,GPE
booknlp,uva.x000083545,135,179,186,Rillito,GPE
booknlp,uva.x000083545,135,239,247,Fernando,PER
booknlp,uva.x000083545,135,364,379,Robert Bosworth,PER
booknlp,uva.x000083545,135,397,400,Bob,PER
booknlp,uva.x000083545,135,444,450,Shasta,GPE
booknlp,uva.x000083545,135,521,524,Bob,PER
booknlp,uva.x000083545,135,556,564,Cataleno,PER
booknlp,uva.x000083545,135,588,594,Jaynes,GPE
booknlp,uva.x000083545,135,596,608,Juan Alvarez,PER
booknlp,uva.x000083545,135,651,655,Cruz,PER
booknlp,uva.x000083545,135,660,666,Romero,PER
booknlp,uva.x000083545,135,960,972,Geraldo Iloa,PER
booknlp,uva.x000083545,135,989,994,Jerry,PER
booknlp,uva.x000083545,135,1006,1011,Bowie,GPE
booknlp,uva.x000083545,135,1006,1011,Bowie,PER
booknlp,uva.x000083545,135,918,923,Globe,GPE
roberta,uva.x000083545,135,24,30,Mohawk,LOC
