	htid	page_seq	pre_sent	ent_sent	post_sent
236	mdp.39015053751635	00000276	Most of the members of the Gooley Club were doctors and lawyers and wealthy businessmen.	Belonging to the Gooley Club was a mark of status for my father, as well as a business investmentsince many of the other members were customers who had their trophies mounted by Bruchac's Taxidermy.	There were mountains and more than a dozen lakes on the Gooley Club land, and it was the place where the Cedar River flowed into the Upper Hudson.
237	mdp.39015053751635	00000128	After all, there was a chance that we might be going again to Frontier Town—where a kind-faced Pueblo Indian man and his wife had their little house set up by the archery range, near an enclosure that held four huge black bears.	That Pueblo man's face was as brown and gentle as my grandfather's.	His name was Swift Eagle, and he held my hand as he pointed out the different bears to me.
238	mdp.39015053751635	00000100	My grandmother used her knowledge of law and had the marriage annulled, so that she and Jesse could be wed.	The Dunhams were known to be stubborn in general.	Stubbornness had to run in a family that could claim descent from the Mayflower when the only recorded Dunham aboard that sainted ship was an unmarried man—with no children—who died on the voyage before reaching America.
239	mdp.39015053751635	00000101	And then more things began to happen.	As my greatgrandparents readied themselves for bed one night, Ed Dunham heard a familiar clicking sound, the sound of a hammer being drawn back on a rifle outside.	He pulled Flora Marion down to the floor, and the bullet that shattered their bedroom window passed over their heads and buried itself in the wall.
240	mdp.39015053751635	00000263	I swam there, though, with mixed feelings.	It was because of the Victoria Pool and Susie Boyle that I couldn't really smile.	The summer before my grandmother died, I had finally gotten up the nerve to go off the high board at the Victoria Pool: not just jump feetfirst, but really dive.
241	mdp.39015053751635	00000277	My father was eager for me to shoot my first deer that November.	We went out with a party of half a dozen others, led by George Osgood.	George lived in Indian Lake and drove a school bus when he wasn't working in the woods as a guide.
242	mdp.39015053751635	00000103	"""You've done all yer going to do,"" my grandfather says."	Bill Mayer starts to talk, but it is as if his mouth is frozen shut.	He is like the men in the old Abenaki stories who are confronted by a m'teowlin, a man of power.
243	mdp.39015053751635	00000260	"In one tale, which explains the origin of the name “Indian Summer,"" a man's crops fail, and he and his family face starvation."	Ktsi Nwaskw takes pity on him and gives him special seeds that will grow to their full height and produce a crop in only seven days.	Then, because it is when the leaves have already begun to fall, Ktsi Nwaskw gives that man a special time of year, a second summer after autumn has begun, in which those crops can grow.
244	mdp.39015053751635	00000248	He placed her in a room, turned an ultraviolet light onto her leg, and left the room.	Doc Magovern was in the hospital that day.	When he heard where they had my grandmother, he went to the room and found her sitting there, crying.
245	mdp.39015053751635	00000207	As the basketball came lofting through the air toward me, I would put my hands up thinking, “This time, this time I'll get it.”	But it would end up bouncing off my chest and knocking me down, or hitting me in the face-breaking my glasses yet again—or giving me a bloody nose that would send me to the nurse's office in the basement of School Two.	My glasses were always held together by tape on the bridge, and usually at least one lens was cracked.
246	mdp.39015053751635	00000213	It wouldn't hurt to try.	I put an envelope on her desk and then on the desks of Molly, Kathy, Jan, and Susie.	I had crushes on all of them.
247	mdp.39015053751635	00000171	My grandmother got into the blue Plymouth and went up 9N in the wake of the siren, which could still be heard wailing faintly in the distance.	“Don't worry about them two, Sonny,” Jim Rollins said to me.	“That snotass Peekpod kid still don't know what hit him.”
248	mdp.39015053751635	00000165	I was surprised.	Chan K'in always liked to hear people's dreams and interpret them.	"His usual morning greeting included the question, “Did you dream?"""
249	mdp.39015053751635	00000159	Truman took me by the hand and we walked out to the barn.	"""Be real quiet,” Truman said."	"“She's nervous about her puppies."""
250	mdp.39015053751635	00000210	And in the autumn of that year my impatience released itself most often when I got out of that blue Plymouth after school in a dash toward the big apple tree.	The big apple tree stood behind my grandfather's vegetable garden near the Little House.	There were wildflowers planted all around its base, and walls of beautifully shaped rocks of all kinds.
251	mdp.39015053751635	00000199	I knew those warning signals well, and I backed off.	From then on, until the day in December when Marge was born, I didn't say a word to her about the real reason why Mom was getting so overweight.	Perhaps I should have continued trying.
252	mdp.39015053751635	00000167	As soon as I did that, Scotty let go of my pants leg and swung up into his sitting position, his little front legs bent, his mouth open and his tongue hanging out.	Dan started laughing.	"""Well, he minds good, I'll give you that,"" he said."
253	mdp.39015053751635	00000229	African-American families in Saratoga went back many generations, and Saratoga Springs was known to be a place long friendly to AfricanAmericans.	There had been stops on the Underground Railroad in homes around Saratoga, hidden rooms and caves where people running from slavery could hide on their way north to free Canada.	By the time I reached high school I knew all this, and I knew too that one of the most famous slave narratives of the early 1800's was written by a black man who had been born free in Saratoga Springs but was kidnapped, taken south, and sold as a slave.
254	mdp.39015053751635	00000163	I was still crying when I went to bed, but I could hear them talking in their room.	"“Jesse,"" my grandmother said, “I can never have a collie again."""	I understood because I felt the same way.
255	mdp.39015053751635	00000177	"“The answer is oil."""	"I had turned to look at the teacher, amused that Molly Wingman didn't know that petroleum is, as I had read in the dictionary that I kept by my bed, ""an oily flammable bituminous liquid that occurs in many places in the upper strata of the earth or in reservoir formations where it is obtained by drilling."""	"Oil, on the other hand, I knew to be ""any of a number of substances that are typically unctuous, viscous, flammable liquids."""
256	mdp.39015053751635	00000188	Then, if it was a holiday weekend, a cartoon might come on.	I was always amazed when I could see parts of Mickey Mouse in Fantasia or a Bugs Bunny cartoon from the 1940's.	But if a football game was coming on television, there would be no room for me.
257	mdp.39015053751635	00000200	"“Okay,"" I said."	"“Good,"" said Billy."	"“We'll go and get Cokes at the soda fountain with Davey."""
258	mdp.39015053751635	00000228	Those proud old men and women would sit in their rocking chairs with their sleeves rolled back, so that everyone could see that the numbers were still there—so that no one who saw them would ever forget what had happened.	One street over was Congress Park.	That park had been the site of Indian encampments for many years.
259	mdp.39015053751635	00000202	They were already on their bikes when I got outside, but I managed to keep them within sight.	All the way back up Church Street they went until they pulled into the driveway of Billy's house.	By the time I got there, they were sitting together on the front porch.
260	mdp.39015053751635	00000174	Then, when the frost had come and painted the woodlands with crimson red and bright yellow, we would go hunting in the woods behind Chet Barton's house.	When my grandmother was a girl, those woods across Route 9N were part of the property owned by her parents.	There was no such thing as fire insurance in those days or if there were, it wasn't something that people in Greenfield Center had.
261	mdp.39015053751635	00000226	I walked outside and saw Dewasentah coming toward me from her house, which is just down the road from the school.	I had first met Dewasentah when I was a student at Syracuse University in 1965 and used to ride my Harley-Davidson motorcycle out to the reservation.	One of my dearest friends at Onondaga, she is one of the elders of their nation and the Clan Mother of the Eel Clan.
262	mdp.39015053751635	00000232	I saw what Bobby was holding in his arms.	It was one of Queenie's puppies.	They were old enough to sell now, and .
263	mdp.39015053751635	00000186	No one was allowed to touch it.	Years later that trunk would be given to my sister Margaret, who was born nine years after Mary Ann and given the most sacred name.	At times, after midday dinner when they were all talking, I would look into the living room.
264	mdp.39015053751635	00000192	"a “Harry,” my grandmother said, “just about always ended up getting his way."""	But whereas Wyllis and Orvis and my grandmother went off to college, Harry was content to stay home.	His parents gave him a little farm on Dunham Road, which ran between Petrified Gardens Road and South Greenfield Road, just two miles from the station to the southwest.
265	mdp.39015053751635	00000231	They were to be pitied.	But whenever I was with Uncle Harry and Cousin Bobby, I couldn't see any reason to pity them.	The more I knew about Harry and Bobby, the more I liked them.
266	mdp.39015053751635	00000225	My shoes were full of mud, and one lens of my glasses was cracked yet again where a branch had swung back and hit me.	I'd lost all my hooks but one as I fished the length of Bell Brook, from Middle Grove Road all the way up to the State Road and back again.	But I had caught my limit of trout.
267	mdp.39015053751635	00000184	Mary Ann was best friends with our cousin Pam and was invited to spend a week with her and Uncle Milt and Aunt Ethel.	Mary Ann was happiest, it seemed to me, when she was sitting at that table with all the Bruchacs.	I knew that I would never get such invitations to visit.
268	mdp.39015053751635	00000191	Usually he stayed with his little hotel down in Warm Springs, which was not far from the Natural Bridge of Virginia, a giant arch of stone that we always visited whenever we made our spring migration south.	Orvis had once owned a house that his parents gave him on Grange Road, only half a mile away, but he had sold it long ago.	Orvis had a bit of a reputation for being tight with his money, and although my grandmother wrote to him, it was clear he wasn't her favorite brother.
269	mdp.39015053751635	00000185	His large, dark eyes would fill with tears, and he would take off his glasses to wipe his eyes with the back of his hand.	 The Bruchacs.	Back row, left to right: My mother, holding Mary Ann; my father; his brother Milton.
270	mdp.39015053751635	00000230	It was not so much my grandfather's side as my grandmother's.	The Dunhams were staunch Methodists.	Cousin Bobby had once made a hundred dollars because he was a cigarette smoker.
271	mdp.39015053751635	00000208	It had low limbs that I could jump up and grab, and it was perfect for climbing.	Or I could just hang from its lower branches and pretend to be an African monkey.	I knew that was how African monkeys hung from trees.
272	mdp.39015053751635	00000234	There was no fellowship among the nations aside from the fellowship of mistrust and revenge.	That man became known as the Peacemaker.	I read about him in books that no one else in my high school ever read.
273	mdp.39015053751635	00000142	And what, I thought, could my grandfather do?	But when Carol and I went back home that night, I ran a wire cable around the gunrack and my grandfather's shotgun and fastened the ends of the wire cable with a padlock.	By the time I was eight my grandparents thought I was old enough to ride my bicycle on Middle Grove Road.
274	mdp.39015053751635	00000156	She had a special kind of dignity and control, and even though a squirrel might run right in front of her she would not chase it unless she heard the word from my grandfather.	"“All right, Pudgie-go to!"""	Only then, her legs churning like a propeller, dead leaves flying in all directions, would she charge yapping after the squirrel.
275	mdp.39015053751635	00000157	When you turned the handle fast, it sounded like the tommy gun it was meant to imitate.	I loved that tommy gun, though at the time it was given to me I knew nothing about the fact that only two miles south of Splinterville Hill people had once used real tommy guns.	From the bootlegging Prohibition years to the 1940's, Saratoga Springs was a town associated not only with the legal gambling at its two racetracks, but with illegal gambling.
276	mdp.39015053751635	00000235	Unlike me, most of them had gone to the little Greenfield Center elementary school-a school that my grandmother had refused to allow me to attend because it wasn't up to her standards.	But that Greenfield school went up only to eighth grade, so the Greenfield kids were forced to come to Saratoga Springs for high school.	Those on the Greenfield bus who were freshmen like myself knew they'd be called hicks and country mice by the kids in Saratoga.
277	mdp.39015053751635	00000223	But they had not had the money to keep up the payments at Starbucks, and so the projector had gone back.	"""We can always borrow Mary Ann's projector,"" my grandmother said."	The day after I had been given my movie projector for my birthday, Mary Ann had been given one almost like it.
278	mdp.39015053751635	00000237	Although I was goofy, I don't think I was repulsive.	Sometimes, in MYF, the girls would tease me.	I remember one day when several girls took my hat and began throwing it back and forth, playing monkey-in-the-middle.
279	mdp.39015053751635	00000141	When Carol's aunt Trix asked her why it was that I was not raised by my parents, my father's mother had told her the story.	Trix had told it to us, and now we wanted to hear it from my grandmother herself.	"“Grama,"" I said, ""we heard a story from Carol's aunt Trix about why I was raised by Grama and Grampa Bowman."""
280	mdp.39015053751635	00000183	They built a Sokol Hall in Greenfield, where they did gymnastics together and put on plays in Slovak.	But the Slovak kids were always outnumbered.	"""They called us brown-heads,"" my father said."
281	mdp.39015053751635	00000168	Both my grandmother and my grandfather had stood up from their chairs in front of the station and were coming toward me, but Grampa's eyes were not on me; they were looking down Middle Grove Road.	I heard tires squealing and the roar of a four-barrel engine growing louder; then the same Ford that had struck my dog screeched to a stop in the driveway behind me.	The driver jumped out and slammed his door.
282	mdp.39015053751635	00000090	"""Set yer stake,"" Grampa said, holding out one of the threefoot lengths of one-by-twos that he had picked up from his shed as he started toward the field."	But before Lester could turn away, my grandfather poked him in the chest with the second of those stakes.	"""Might as well set mine while yer at it."""
283	mdp.39015053751635	00000251	I turned.	It was Mr. Goodwin, standing at the top of the steps of his store.	He smiled down at me and nodded.
284	mdp.39015053751635	00000250	During lunch, the group of guys who were becoming my friends would walk down to the little store near the firehouse.	It was called Lee's, named for one of the boys in our group, whose father ran the store.	People liked to have me along when they went to Lee's, because I could always be counted on for a loan to anybody who was short of money.
285	mdp.39015053751635	00000091	He wore the boots and the flannel shirt of a woodsman, and my grandfather had on a pair of comfortable old deerskin moccasins and a green short-sleeved shirt.	You could see the bones in my grandfather's sinewy arms, while Lester Smith's were as packed with flesh as huge sausages.	"""Say when,"" my grandfather said."
286	mdp.39015053751635	00000085	"""Guess we'll be seein' Doc Boyle,"" he said."	Doc Boyle was the optometrist who had fitted me for my first pair of glasses.	I was his most regular seven-year-old customer.
287	mdp.39015053751635	00000078	"If you make it skip more times than my stone did, then perhaps I will not eat you."""	Skunny Wundy looked around for a good stone.	As he looked, one of the stones spoke to him.
288	mdp.39015053751635	00000093	Some said that the fiddle took the place of the drum, but it wasn't exactly that way.	The drum wasn't lost at Swanton, it was just kept hidden.	Two generations ago, if the Abenakis at Swanton got out a drum and played it at night, the neighbors would hear it and call the state police.
289	mdp.39015053751635	00000252	Mr. Van Aller had been my mother's teacher when she went to school, and he had high regard for my grandmother.	"""Your grandmother, Mrs. Bowman,"" he told me, ""is a woman of great intellect and even greater courage."""	One day he asked me to stay after class to work with a special group of advanced biology students.
290	mdp.39015053751635	00000119	It was a moment in which we always thought, “Everything is going to be all right now.	"Doc Magovern is here."""	His big gentle hands had brought so many into the world and cared for so many along the way, and he had been welcomed into the homes and hearts of so many families, that to our community he seemed more like a holy man than a medical practitioner.
291	mdp.39015053751635	00000079	Middle Grove Road, like a smaller tributary, ran to our left.	Behind us was Mill Road, which ran less than a mile before connecting to the State Road.	"We called it “the dirt road,"" and it was the only road I was allowed to cross."
292	mdp.39015053751635	00000096	With respect, coaxing the tree to give up its splints to be made into baskets.	The Abenaki people of Maine, the people known as the Penobscot and the Passamaquoddy, long ago made an agreement with the Commonwealth of Massachusetts.	No matter who owned the land, they had the right to the ash trees.
293	mdp.39015053751635	00000109	"“Tole me she expected me to meet her there,"" he said."	So, only a few days after my grandmother came to Warm Springs, Virginia, my grandfather arrived there too.	He ended up being hired to work at the hotel.
294	mdp.39015053751635	00000083	"“No,” Ricky said, “I thought I heard someone else."""	"“Forget it,"" Pauly said."	“I got a big one.
295	mdp.39015053751635	00000097	Rocky was also a mechanic-unlike my grandfather, who limited his automotive work to fixing flats and changing the oil.	"Although Grampa always said with a smile, “As long as it kin be fixed with a hammer, Rocky's the man to do it."""	Just up the hill from Rayburns' was an open field.
296	mdp.39015053751635	00000268	So when the coach collared me in the hall two hours before our first game, I didn't know what to expect.	“Bruchac,” he said, “I'm writing down our roster for the game.	"What's your number?"""
297	mdp.39015053751635	00000136	Now all the land around the young man came alive with the songs of birds, and the leaves began to appear on the trees.	There on the ground before him, where Winter's cold fire had been, was a circle of flowers—the first white flowers of the spring, the bloodroots.	"They are the sign each year of the victory of that young man, whose Abenaki name, Sigan, means ""Spring."""
298	mdp.39015053751635	00000122	There were a lot of other names that Skinny was called by those-like Mack—who were not.	The only African-American on the crew, Skinny always came to work with a lunch bag that held one peanut butter sandwich.	Grampa had taken to having my grandmother make at least one extra sandwich to put in his lunch pail each day, so that he could say to Skinny as they sat together during the midday break, “Wull, I guess this one is goin' to go to waste.
299	mdp.39015053751635	00000123	My grandfather stepped into him and leveled him with one punch.	When Mack struggled to his feet, my grandfather leveled him again.	“He must of got up seven times,” my grandfather said.
300	mdp.39015053751635	00000137	I used to walk through the woods and climb over that stone wall, bags of groceries in my arms, to make deliveries to her from our store.	Following the line of the stone wall, the woods stretch from Route 9N on the east to Mill Road on the west, where they are bordered by Bell Brook.	There I first followed the tracks of animals in the snow—the exclamation-mark paw prints of rabbits, the round, delicate tracks of red fox, the tiny marks of field mice that would end at a circle in the snow where their hidden runs dove out of sight.
301	uc1.32106011563233	00000048	Dack lived only a lot and a half away --nobody else had been here.	Clem had slept like a rock that night, and when he got up, Dack had already come over and was wiping his eyes and pointing to the cages.	The little dead fellows just dark piles.
302	uc1.32106011563233	00000049	Clem trembled.	When he opened his eyes, Bobo was gone.	Clem left the cage open and went back inside.
303	uc1.32106011563233	00000039	"""But why do we have to leave you?"	"Can't we just visit them like we visit Auntie Madeline?"""	Lidwynne moved away and stared into Mamma's huge eyes, the color of shining blackberries.
304	uc1.32106011563233	00000038	"What did we do?"""	"""Nellie and Doctor asked me if they could adopt you."	"You know that."""
305	uc1.32106011563233	00000017	It was a mural painted in tones of grey, He envisioned the barracks, vacant but for his own face looking from a high window, behind it a snowy knoll where the dogs and soldiers stood and squatted.	The village roofs were capped with Indians in various attitudes of alert waiting.	All the faces were turned toward the battling river, down which now came the Army's Koyukuk Station, a huddled ruin riding an ice flow.
306	uc1.32106011563233	00000016	Several of them were working at the side of the barracks trying to repair the huge long silent 1500horsepower Fairbanks-Morse engine.	It would serve as a dynamo and the radio transmitter could be put into action if Nulato were cut off.	Neither Westcott nor Franze was among them.
307	uc1.32106011563233	00000014	The guard hairs of wolverine fur had a coarse sheathing that kept the breath from freezing to icicles.	Obal Manuska had told Clem that long ago, wolverine whom they called Doyon, had told the people to use his fur this way so that their lungs would not get the white death.	He saw Indians getting ready to go to high ground.
308	uc1.32106011563233	00000015	Clem saw what was going to happen.	One by one, each of the Army's river stations would stop transmitting, and there would be silence--not the humming silence of the wires, but the dead silence of a downed line.	He was right.
309	uc1.32106011563233	00000018	Little Jim shoved off and paddled out into the river, his back muscles writhing as he maneuvered through the splintered floes.	Clem straddled the peak, a long handled grapnel in his hands, prodding the ice and debris.	They moved by inches.
310	uc1.32106011563233	00000019	They hauled Franze's body out of the river where it had been lying entangled in the drowned willows.	They laid him by Westcott.	Clem unclenched the boy's white fists and closed his eyelids.
311	uc1.32106011563233	00000036	Not just that milk.	Doctor Harry got mad when she wouldn't drink milk.	She didn't like it at all.
312	uc1.32106011563233	00000023	No one saw him, in the room filled with yammering people.	And of a sudden he stood by me at the Yukon stove, clapping reindeer-hide mittens together.	I smelled the smokey furs of his parka.
313	uc1.32106011563233	00000037	A nudge of the hand set the spring dancing lightly to put him to sleep, a harder one set it bouncing fast enough to awaken him without frightening him.	Uncle Obal had made it.	Lidwynne was going to have one too, when she had babies herself.
314	uc1.32106011563233	00000035	Her hands would be big enough then, but now they were too small.	Most Salmon were as big as she was.	Much bigger than Michael, she thought.
315	uc1.32106011563233	00000034	Ever so slowly, the right hand pried out the clump of eggs.	Not much else was there because Salmon ate hardly anything when she was going home with her eggs-Mamma said they were baby Salmon.	Now the right hand ran tlaamaas in another quick red line along the ivory colored backbone.
316	uc1.32106011563233	00000020	Graveyard Hill shouldered against the starless smudge of sky.	He hoped Mary Joe and the family were warm and dry.	At last he felt a tremendous loosening of tensions in all parts of his body.
317	uc1.32106011563233	00000047	Little old Clemmie'd had to get tough for a tough Army.	He'd toughened up plenty in Alaska.	The Indians had taken him in tow when they saw how savvy he was about guns and hunting.
318	uc1.32106011563233	00000052	I never knew the people gave you new clothes.	In spring they honored men outstanding in Kaltag village.	At potlatch after giveaway those honored danced alone.
319	uc1.32106011563233	00000046	In a final excerpt from Doyon, we join Clem and Lidwynne many years later.	Clem is 82 and lives in the desert north of Phoenix, Arizona.	Clem felt better.
320	uc1.32106011563233	00000050	Clem struck hard at his shoulder.	Sophia dropped out of the hand, her feet clenching her breast.	Clem's face felt cold now, as he held the cage and watched her lying in the corner.
321	uc1.32106011563233	00000040	"She hollered, ""Hoh, Hoh! that funny Grandpa!"""	Lidwynne started to think of Grandpa and how he had looked.	His face was red, his eyebrows were squeezed down into a white fringe so you couldn't see his pupils.
322	uc1.32106011563233	00000043	We run home.	Nik'inle'een--he's really woodsman--you know? He like to fool around trees.	When you walk near alder, you just know he's hiding in there.
323	inu.39000000903711	00000107	Elohi igiji jig nasgiya nihi.	Gvhnida ale adageyhdi nihi ale alsdayhdohdi.	Udanhti ale adulhdi nihi.
324	inu.39000000903711	00000067	Adawosg, nusdv hiyadv'istany'i, ejalvgwdi degvyaganiha.	Adawosg, nusdy gvyagatahy’i, yisginali?elicheha geli?a, osdaliheligahehno doginadageyusv’i.	ugalsdi jadanhtesdi, Adawosgi, nywhtohiyada jajawesolvsdesdi, ujatigwuyehno gesv hiya?a.
325	inu.39000000903711	00000065	ijanhtahno iyuwesdi helisgy?i.	"""ulihelisdi hiyadanvdadistana agweji (agehya),"" yudvhne?i."	ale iskinohisela nudynelidolv
326	inu.39000000903711	00000104	"These things I hate, I'd do for you, if you should really want me to. ᏥᎪᏯ ᏱᏥᏯᎦ . ᎤᏪᏥ ᏱᏥᏍᏆᏄᏘᏌ . ᎩᏟ ᎤᏗᎩᏓ ᏱᎫᏔᎩ . ᎠᏂᏲᏁᎦ Ꭲ ᏧᎳᎭ ᏲᏤᎭ , ᏱᎦᏓᏅᎥ Ꭶ ᎠᎴ ᏱᎦᏚᎳᏛᎲᎥ Ꭶ . ᎦᎶᏇ ᎬᏗ ᏱᏥᎷᎦ ᎩᎶᎢ . ᎤᏂᏥᏯ ᏱᏕᎦᏟᏓ Ꮭ ᎪᎱᏍᏗ ᏄᏓᎴ ᎬᏗ . ᏅᏓᎩ ᎢᏳᏓ ᏅᎯᏓ RᎳᏗ ᏱᎦᏂᎩ . McLemore ᎦᏙᎬ T EᏱ ᏗᏜ ᏱᎦᎴᎥ Ꭶ ᎥᎥ , ᎯᏍᎦᏰᎬᏍᏓ , ᏱᏥᏲᏏ ᏱᎩᏍᏔᏲᏎᎳ . ᎾᏍᎩ ᎾᎩᎸᏉᏛᎾ ᎢᏯᏆᏛᏁᏗ ᏱᏂ ᎬᏯᏛᏂᏏ , ᎢᏳᏃ ᎤᏙᎯᏳ ᏱᏣᏚᎵ ᎥᏍᎩ ᎢᏯᏆᏛᏁᏗᎢ . ; . "" Tsgoya yijiyaga. Uweji yijisgwanutsa. Giníi udigida yigutagi. Aniyonega ijulaha yojeha, yigadanv?vga ale yigaduladvhv?vga . Galogwe gvhdi yijiluga kilo'i."	Unijiya yidega suhda hla gohusdi nudale gvhdi.	Nvdagi iyudanvhida eladi yiganigi.
327	inu.39000000903711	00000058	ale nogwu uganowa yidojulvsadada elohi ididla	digwahnawesdi agwadulisgo ale agwadanawsdohdi judlanvdi?i degalogesv ididla ale nvdo (	iga ehi) dikalv ididla-uganowa dulvsady agiganawhdohdi jiyelv?i digvwalosvhi.
328	inu.39000000903711	00000049	nuwesy?i:	Junsdi dunihalagohvsgv dekanvwisge edoda diniholi da jota’ehv?i.	vsgi nadvnehe anadisgo nvdigalsdohdisge uwasa udoda hla ugohv yigese?i.
329	inu.39000000903711	00000088	Is he so much a part of that landscape where he lived so long and of the family he left behind that even I who never met him see him walking there?	Or is it simply that he comes back home to visit now and then? ᎢᏳᏓᎵᎭ ᎠᎴ ᏂᏥᎪᏩᏘᏍᎪ ᎠᎢᏒ ᎦᏃ ᎴᏍᎩ ᎨᏒ ᎣᎦᎳᎰᎻ ᏚᏌᎯᏢ ᎠᎴ ᏕᏡᎬ ᎣᏂ ᏗᏜ ᏂᏚᏍᏛᎢ ᏧᎦᏒᏍᏗ ᎦᎸᎶᎯ ᏗᏜ ᎠᎵᏌᎳᏗᏍᎬᎢ ᎦᏅᏃᏩ ᎪᎦᏍᏗᏍᎬᎢ P A. ᎤᏪᏙᏍᏛᎢ ( ᎠᏥᎾᎴ ᏱᎩ ᏱᏅᎦᏯ ᎤᏛᏐᏅᎯᏛ ᎤᏙᎯᏳ ᎠᏎᏍᎩᏂ ᎠᏏ ᎢᎾ Ꭲ ᎦᏘ ᎠᎴ Ꭶ ᏥᏃᏍᏓᏊ . Ꭰ ᏎᏍA ᎥᏍᎩ ᎢᎦ ᎤᏓᏑᏯ ᎾᎿ ᎦᏙᎯ ᎤᎾᏄ AᏥᏙᎸᎢ ᎠᎴ ᏚᏓᏘᎿᎥ ᏚᏮᏕᏨᎢ ᎾᏍᎩ Ꭰ Ᏼ ᏥᎦᏙᎥᏒᎯ ᏂᎨᏒᎾ ᎢᏥᎪᏩᏘᎭ ᎾᎿ ᎠᎢᏒᎢ ? ᎠᎴᎨ ᎤᎬᏫᏳᎭ ᏧᏪᏅᏒ ᏄᎵᏍᏔᏅ Ꭲ ᎦᎷᎦ ᏓᏩᏛᎯᏙᎭ ᎢᏳᏓᎵᎭᎢ ? Iyudaliha alegwu nijigowhtisgo?i a?isv ganolesgi gesv ogalahomi dusahihlv ale delhgv ohni didla nidusdv?i juksvsdihno galvlohi didla alsaladisgy?i ganynowa goksdisgv?i P.A. uwetosdy?i (ajinale yigi yiusuya) utvsohnvhidv udohiyu asesgini asi ina igati ale gachinosdagwu.	Asesgo
330	inu.39000000903711	00000035	dadisgalane he anadisgo dinadaniyisgi sagwu iyuwakdi usdagalv (hawini) gohidale ganhge ale to?i uktosde kana?nesgi gvsgv uhniladvny?i a sduhvsgv?i ayvsdisgv (usdagalv).	"nogwuhno vsgwu anadisgo dinadaniyisgi uniluhje?i ale unigohe usdagalv?i asehno kananesgi uhnila?dv unigoha ""hla gohusd yuyehidi,"" unadvhne, ""ahani yigikdvhusga."	"Hla kilo yigvwedola ahani nahlekv?igwu""."
331	inu.39000000903711	00000050	It was an old Indian woman told him that.	And Grandpa heard the news a few days later.	They found the lawman in the hills with an extra hole between his eyes.
332	inu.39000000903711	00000079	>	Utana kanesa?i?i gahldidany digohweli, didahlilostanv?i ale judalehnvda asgwanigodidanv?i, agwadali?i gayoginaligohi, usdi gohweli adanydadisdisgi digohwelodi?i ogininawhtvhv’i, dugwanhdady?i judajagalvda, didalonige ijulstany ale diwange?i gesv uwetiyv?i.	Digohwelodigwu gvhdi Jalagiha digohwelanyhi gesv?i.
333	inu.39000000903711	00000045	guhlvdv ahlahvsgv ajila.	Ujvtanvhi gesv digadayosdi (dinugdisg junugtanvhi nigesyna)	Jalagihi Ayehli.
334	inu.39000000903711	00000051	I thought that your Grandpa was here and he took me out to where you live.	Visited with Evelyn and the kids.	hᏚᏙᎥ Ꮎ ᎯᎠᏃ ᏄᏍᏛ ᎠᏉᏪᎳᏁᎸ RᎵᏏ ᎾᎯᏳ ᎤᏍᏗ ᎣᎩᏂᏲᎱᎯᏎᎳ .
335	inu.39000000903711	00000041	Phillip kynigesv nuwanelidolv’i Hawini Dulotsgv dojudo?v higsgohi iyuhiiloda ahnigida iyv uweti	Disohyv Anvhyi jo'sgohine, neladu isgohitsgwa sudalsgohisgi, akinejv?i, asehno Henry Parris jasga?i ho'i iyusdi udahyilv juwa sohisdi uwotida uweyv?i akehisv jojidahnawi nidayuninvsida.	2.
336	inu.39000000903711	00000082	When they were on the way back home, she told me, this is what would happen.	They would be about to pass the Dairy Queen in Jay, and Swimmer would ask her if she'd like an ice cream cone.	Evelyn never liked ice cream, but she knew her Daddy really like it, so she'd say, yes, and stop the car, and they would all get cones.
337	inu.39000000903711	00000121	Guwist, you look to me the way a woman ought to look.	Guwist, you treat me like a ought to treat a man.	woman Guwist, I love you more than life, itself, I love my life with you.
338	inu.39000000903711	00000097	Tstihgvhno kolana gohya’dy nasgiya’i.	Tiktolihno julsingi ama judanehdi nasgiya'i.	Ale hiyelv?i gesv galvgwdi
339	inu.39000000903711	00000122	Nogwuhno sgwa jeli nigvyvnela, Guwist, ayvhno nihi gvyajeli’i.	ale nogwu ijula sagwugwu.	Guwist, agehya juda kanhdi iyusdi desgwakahnisgo'i.
340	inu.39000000903711	00000080	Adawosgi, I've held your books in my hands and read the words you used to read.	Adawosgi I married your daughter.	Adawosgi, I've been to your grave and I feel like you've spoken to me. ᎠᏓᏬᏍᎩ , ᎬᏯᏛᎦᏅᎯ . ᎯᎠᏃ ᏕᎬᏲᏪᎳᏁᎳ . ᎠᏓᏬᏍᎩ , Ꮧ ᏣᏁᎳᏛ ᎠᏇᏙᎳ ᎠᎴ ᏗᏤᏥ ᏂᎦᏓ ᎦᏥᎦᏙᎥᏌ . ᎠᏓᏬᏍᎩ , Ꮧ ᎪᏪᎵ ᏗᏦᏪᎳᏅᎯ Ꮧ ᏆᏒᎦᎸᏅᎯ ᎠᎴ ᏗᎩᎪᎵᏰᏓ ᏗᏣᎪᎵᏰᎢᏙᎸ ᏕᎪᏪᎸᎢ . ᎠᏓᏬᏍᎩ , ᏤᏥ ᎠᎨᏯ ᏥᏯᏅᎭ . ᎠᏓᏬᏍᎩ , ᏤᏣᏂᏌᎲ ᎠᏇᏙᎸᎯ ᎠᎴ ᏥᏍᏆᎵᏃ ᎮᏔᏃ ᏂᎬᏩᏍᏗ .
